  0.75000000000000000        3.5398163397448390E-002

  0.77500000000000002        1.0398163397448368E-002
  0.78333333333333333        2.0648300641150641E-003

  0.78279411764705875        2.6040457503896386E-003
  0.78539215686274499        6.0065347033955163E-006
  0.78552941176470581        1.3124836725741940E-004

  0.78474712362277221        6.5103977467617646E-004
  0.78539812561467670        3.7782771689087724E-008
  0.78539852353147210        3.6013402371359859E-007
  0.78539644594046842        1.7174569799660588E-006

